"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Input.tweet_support_message","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Approve","Reject"
"35XW21VSVGZCKVCXGX8KDCCACXKLSJ","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:13 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:13 PST 2017","","","3137ONMDKHQYB4R8UDW1ZNY7OPXEGX","A1KF93C9NTOP42","Approved","Fri Nov 10 01:51:52 PST 2017","Fri Nov 10 01:52:30 PST 2017","Mon Nov 13 01:52:30 PST 2017","Fri Nov 10 04:51:58 PST 2017","","","38","100% (1/1)","100% (1/1)","100% (1/1)","https://twitter.com/kodadiana/status/919093764538351616","Haha I do the same thing!","yes","ss|sm",""
"3QMELQS6Y5WI0V9DE42DYJPH00CR6T","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:24 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:24 PST 2017","","","3DL65MZB8E0LUSB3SR0I9WDSQVQEC4","A1V2M2C00I5SWW","Approved","Thu Nov 09 13:08:38 PST 2017","Thu Nov 09 13:09:00 PST 2017","Sun Nov 12 13:09:00 PST 2017","Fri Nov 10 04:52:01 PST 2017","","","22","100% (5/5)","100% (5/5)","100% (5/5)","https://twitter.com/jadelynxt/status/919112476930727936","ooh yeah i love acrylics!","yes","",""
"3QXFBUZ4ZK1CDGQ0UB64FLPQ1DJGUO","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:23 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:23 PST 2017","","","3HRMW88U17BZCO80X9VHR3G0QAZ0M5","A2MPA5OAT635HG","Approved","Fri Nov 10 01:40:54 PST 2017","Fri Nov 10 01:45:04 PST 2017","Mon Nov 13 01:45:04 PST 2017","Fri Nov 10 04:52:01 PST 2017","","","250","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/Lazza1307/status/918988096254947328","wow that's rough","yes","sm",""
"3KVQ0UJWPX6RPNQL8F2ETCJYWKGW5L","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:23 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:23 PST 2017","","","3DBQWDE4Y7J4PDF16GGTLD1RC8D5NO","A1LNKO3BZWAQZR","Approved","Thu Nov 09 21:51:15 PST 2017","Thu Nov 09 21:52:22 PST 2017","Sun Nov 12 21:52:22 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","67","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/hit_punch/status/919067169073242113","feel better honey!","yes","","ges"
"3LN3BXKGC0GP5KF5PBL5X9ANMTUGWN","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:24 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:24 PST 2017","","","3H8DHMCCWAWYLK9RO96WRX8FVU2KD2","A25WVZ3L3SKB5F","Approved","Thu Nov 09 20:33:49 PST 2017","Thu Nov 09 20:34:05 PST 2017","Sun Nov 12 20:34:05 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","16","100% (3/3)","100% (3/3)","100% (3/3)","https://twitter.com/_stacyy02/status/918290546036154369","who? how??","yes","",""
"3MXX6RQ9EVQJ9VPKIO59WQ5O3RJ4PU","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:38 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:38 PST 2017","","","3X4JMASXCNU3TX436K58DN56EBL0B6","A3EQ6C5226X6XN","Approved","Thu Nov 09 20:42:21 PST 2017","Thu Nov 09 20:42:35 PST 2017","Sun Nov 12 20:42:35 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","14","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/Wheres_Monique/status/919055110528995328","You only need 2 hours of sleep ;)","yes","","ges"
"3M93N4X8HK86P5OXDCW7XXZI88FJSF","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:24 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:24 PST 2017","","","3OJSZ2ATDTHFMSNEQ9Z4PGF1CT1576","AVJQCYPOW6LOA","Approved","Thu Nov 09 19:24:30 PST 2017","Thu Nov 09 19:24:47 PST 2017","Sun Nov 12 19:24:47 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","17","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/bigilmore2017/status/919072993505972224","good looks aren't enough???","yes","cc",""
"3XBXDSS8884KGCYWA7E7CKT2RCMLXR","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:24 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:24 PST 2017","","","39RP059MEIE0WBBAVPS6BKCJHDZBM3","A289DF24X3Q8JZ","Approved","Thu Nov 09 14:56:28 PST 2017","Thu Nov 09 14:56:42 PST 2017","Sun Nov 12 14:56:42 PST 2017","Fri Nov 10 04:52:01 PST 2017","","","14","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/paulinavelascoo/status/919011866193596416","oh i know","yes","","ges"
"3QGHA0EA0JLTE37U9PTRWYJQ6G3BW2","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:39 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:39 PST 2017","","","3DBQWDE4Y7J4PDF16GGTLD1RC89N52","A25WVZ3L3SKB5F","Approved","Thu Nov 09 20:37:04 PST 2017","Thu Nov 09 20:37:27 PST 2017","Sun Nov 12 20:37:27 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","23","100% (3/3)","100% (3/3)","100% (3/3)","https://twitter.com/ffscatherine_/status/919020377187041281","Let's go out after work tomorrow.  We can look through Job Monster to find you a new gig.","yes","sm",""
"3W5PY7V3UPS3LR06CIOWFJNJPTBYJ8","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:24 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:24 PST 2017","","","308XBLVESJPRTRO20XONXJ6TN0YBRR","A289DF24X3Q8JZ","Approved","Thu Nov 09 14:56:43 PST 2017","Thu Nov 09 14:56:55 PST 2017","Sun Nov 12 14:56:55 PST 2017","Fri Nov 10 04:52:01 PST 2017","","","12","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/malditaseaari/status/918753413491343361","where is she then>","yes","ad",""
"3R6RZGK0XFXCCM00T72FI7YDKGIYVT","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:27 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:27 PST 2017","","","37UEWGM5HUTQGT6AY0VYR7TK1PTR1C","A25WVZ3L3SKB5F","Approved","Thu Nov 09 20:36:25 PST 2017","Thu Nov 09 20:36:45 PST 2017","Sun Nov 12 20:36:45 PST 2017","Fri Nov 10 04:52:01 PST 2017","","","20","100% (3/3)","100% (3/3)","100% (3/3)","https://twitter.com/AndreiAquino413/status/919142246816948225","ugh, me as well.","yes","","ges"
"3MGHRFQY2LAWJLZKQAEQXE8NQK60Y4","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:27 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:27 PST 2017","","","3TU5ZICBREM8FSBVK6FD1R6NJ918QG","A1LNKO3BZWAQZR","Approved","Thu Nov 09 21:52:43 PST 2017","Thu Nov 09 21:52:58 PST 2017","Sun Nov 12 21:52:58 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","15","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/pumpkin_gun/status/918897341922463745","You will find the perfect job soon!","yes","cc",""
"33CLA8O0MIWEJO2OFX5HSP2UTZFRFW","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:25 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:25 PST 2017","","","3XUHV3NRVLJCFHTQ3ILGGT4VQUVH5E","A1V2M2C00I5SWW","Approved","Thu Nov 09 13:06:29 PST 2017","Thu Nov 09 13:07:26 PST 2017","Sun Nov 12 13:07:26 PST 2017","Fri Nov 10 04:51:58 PST 2017","","","57","100% (5/5)","100% (5/5)","100% (5/5)","https://twitter.com/visualmyngsoo/status/918620323817254912","wow, congrats!","yes","cc",""
"3BC9H1KCYUXPRB05JH7B49HRRPKYW3","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:27 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:27 PST 2017","","","34MAJL3QP58FPQIRASD477X77VA34K","AVJQCYPOW6LOA","Approved","Thu Nov 09 16:49:29 PST 2017","Thu Nov 09 16:49:47 PST 2017","Sun Nov 12 16:49:47 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","18","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/wonhunty/status/918842170924077056","i'm so sorry.   i really hope you find the missing cat; good luck and keep me posted.","yes","","ges"
"3P888QFVX3F8D00H1LZ7AT13PE4OQE","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:26 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:26 PST 2017","","","3A7Y0R2P2P9H868QXO7WKPBUWNSXJW","ABY1RK8H6HC8C","Approved","Fri Nov 10 04:28:58 PST 2017","Fri Nov 10 04:29:16 PST 2017","Mon Nov 13 04:29:16 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","18","100% (1/1)","100% (1/1)","100% (1/1)","https://twitter.com/juliered4u/status/919061873248624640","sorry; hope you feel better soon.","yes","","ges"
"3VI0PC2ZAY5SMX1TNZUZ41XWMHROXB","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:29 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:29 PST 2017","","","3IOEN3P9S84XUA8Q6CS0GC2O50B61L","A1V2M2C00I5SWW","Approved","Thu Nov 09 13:07:26 PST 2017","Thu Nov 09 13:08:07 PST 2017","Sun Nov 12 13:08:07 PST 2017","Fri Nov 10 04:52:01 PST 2017","","","41","100% (5/5)","100% (5/5)","100% (5/5)","https://twitter.com/mannekim/status/917504530916528128","mistakes happen; all part of being human.  the big thing is your boss' attitude.  good luck.","yes","cc","ges"
"3OQQD2WO8IR6ADJC5FA6DOC63DS3IW","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:27 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:27 PST 2017","","","31EUONYN2WO35SUSDMYJ40VVF5TVO7","A289DF24X3Q8JZ","Approved","Thu Nov 09 14:55:48 PST 2017","Thu Nov 09 14:56:04 PST 2017","Sun Nov 12 14:56:04 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","16","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/ETHANNSR0SE/status/919029986979401728","sorry...hope you feel better soon.  there's nothing better than sleep when i'm not feeling up to par.","yes","","ges"
"3KI0JD2ZU138ICPY5Q47T2YHZOJ67A","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:27 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:27 PST 2017","","","3WI0P0II62DK8OMMETFTS9UTQMWRD2","A3EQ6C5226X6XN","Approved","Thu Nov 09 20:40:08 PST 2017","Thu Nov 09 20:42:00 PST 2017","Sun Nov 12 20:42:00 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","112","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/ivy_urias/status/918277136921673728","i bet she missed you too!","yes","cc|ss|sm",""
"3511RHPADVZ0JGCK188FN27EQV1RL1","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:29 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:29 PST 2017","","","32XVDSJFP0I68YBECWZVAR9FN81M2T","A2IOT3PCS9G5RK","Approved","Thu Nov 09 18:39:32 PST 2017","Thu Nov 09 18:40:10 PST 2017","Sun Nov 12 18:40:10 PST 2017","Fri Nov 10 04:51:58 PST 2017","","","38","100% (1/1)","100% (1/1)","100% (1/1)","https://twitter.com/sykesquest/status/919113713696653312","you're taking me back many years but i know exactly what you mean.  just do the best you can; you'll get through it.","yes","cc",""
"3566S7OX5D4DBQO1ZKSQY670RD3177","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:29 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:29 PST 2017","","","3DEL4X4EL7673V3PJO8ZUCQI9RQXYF","A1LNKO3BZWAQZR","Approved","Thu Nov 09 21:49:28 PST 2017","Thu Nov 09 21:49:56 PST 2017","Sun Nov 12 21:49:56 PST 2017","Fri Nov 10 04:51:58 PST 2017","","","28","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/Tqrszx/status/918791188248903680","Wow, so sorry to hear that.  I'm there for you.","yes","","ges"
"3DA79LNS59GWJRZNZR9ARVEFEU83TD","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:30 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:30 PST 2017","","","3LOTDFNYA8KME4H44TKP385VUD5FWG","A289DF24X3Q8JZ","Approved","Thu Nov 09 14:56:05 PST 2017","Thu Nov 09 14:56:28 PST 2017","Sun Nov 12 14:56:28 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","23","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/jocarney2/status/919105959913492480","it really should!","yes","sm",""
"3EPG8DX9LKB15ETKWTOJ1IB23NDP5J","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:31 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:31 PST 2017","","","33NF62TLXKNBO69JY5S7UV3S0CVKJ8","A1V2M2C00I5SWW","Approved","Thu Nov 09 13:09:01 PST 2017","Thu Nov 09 13:09:25 PST 2017","Sun Nov 12 13:09:25 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","24","100% (5/5)","100% (5/5)","100% (5/5)","https://twitter.com/Raining__Roses/status/918498489604165632","yell at him!","yes","ad|sm",""
"31KSVEGZ34DGUAOJ5MFHWDOUO25WRZ","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:31 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:31 PST 2017","","","3PM8NZGV8Z1YUTC3SER5HQNGAIUXQX","ARM2CBQGJCQ5Z","Approved","Thu Nov 09 17:14:10 PST 2017","Thu Nov 09 17:14:38 PST 2017","Sun Nov 12 17:14:38 PST 2017","Fri Nov 10 04:51:58 PST 2017","","","28","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/Raining__Roses/status/918498489604165632","What an ass!  Totally out of line.","yes","ss|sm","ges"
"3IZVJEBJ6A5R2MV4OLWQKMRG9HVZ6U","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:31 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:31 PST 2017","","","3SB5N7Y3O4PZKECEM6XMEYW3UKR0GT","A13V6ZYVF3A7EW","Approved","Thu Nov 09 11:08:24 PST 2017","Thu Nov 09 11:08:59 PST 2017","Sun Nov 12 11:08:59 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","35","100% (1/1)","100% (1/1)","100% (1/1)","https://twitter.com/jessicasgrafs/status/918714772601704449","i understand.  i love dogs too.  good luck.","yes","","ges"
"3BCRDCM0ODFWDRWIOKTGX73358J6KG","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:31 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:31 PST 2017","","","3Q5C1WP23NM1B68C1TIVO6OO97F15J","A2MPA5OAT635HG","Approved","Fri Nov 10 01:46:20 PST 2017","Fri Nov 10 01:47:18 PST 2017","Mon Nov 13 01:47:18 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","58","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/JonNxdve918512362813923329t/status/918512362813923329","believe me i can relate to financial issues.  good luck; do the best you can.","no","",""
"3K3IX1W4S6CYBK51RPF09TROV1EPAP","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:33 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:33 PST 2017","","","3SB5N7Y3O4PZKECEM6XMEYW3UOZ0G9","AVJQCYPOW6LOA","Approved","Thu Nov 09 16:48:43 PST 2017","Thu Nov 09 16:49:21 PST 2017","Sun Nov 12 16:49:21 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","38","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/CY9HERS/status/919137939703128066","yes i wish i had more bucks too.  just do the best you can i'm sure the boys will be appreciative for whatever they receive.  best wishes.","yes","sm",""
"3E24UO25QZBF3IHXMCL94OKCPDT6O0","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:33 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:33 PST 2017","","","36W0OB37HXZAMVDFA6SW5XBQRUQHZA","A35OKJOXZ8KUCO","Approved","Thu Nov 09 15:37:03 PST 2017","Thu Nov 09 15:37:51 PST 2017","Sun Nov 12 15:37:51 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","48","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/itsjuliawhut/status/918195049023844352","absolutely fine now. need better hand-eye coordination with knife and avocado. i curse guacamole.","yes","ad|ss",""
"3O0M2G5VC6NYH89D1Z9CA059YN149Z","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:35 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:35 PST 2017","","","38YMOXR4MVKQVBOT30HL92SI1DK6WK","A1V2M2C00I5SWW","Approved","Thu Nov 09 13:08:07 PST 2017","Thu Nov 09 13:08:37 PST 2017","Sun Nov 12 13:08:37 PST 2017","Fri Nov 10 04:52:00 PST 2017","","","30","100% (5/5)","100% (5/5)","100% (5/5)","https://twitter.com/_hamizah/status/919064642093064192","neither do I","yes","ss","ges"
"3IH9TRB0FBKA0A5XIBWNPVX95TE1I2","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:34 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:34 PST 2017","","","3L70J4KAZH7S9705CIT7XJ5JQHTADW","AVJQCYPOW6LOA","Approved","Thu Nov 09 13:57:16 PST 2017","Thu Nov 09 13:58:19 PST 2017","Sun Nov 12 13:58:19 PST 2017","Fri Nov 10 04:51:59 PST 2017","","","63","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/materva/status/918955940665315329","how much was shipping?","yes","","ges"
"3R4QIDVOJPXX46XNYG1BB0IB29BEEP","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:35 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:35 PST 2017","","","3VNL7UK1XG4UMNDA9OFEGOYWQKCTFV","A1LNKO3BZWAQZR","Approved","Thu Nov 09 21:54:03 PST 2017","Thu Nov 09 21:54:28 PST 2017","Sun Nov 12 21:54:28 PST 2017","Fri Nov 10 04:52:01 PST 2017","","","25","100% (4/4)","100% (4/4)","100% (4/4)","https://twitter.com/114gx1007g/status/919039831900086273","I agree with you there.  So immature.","yes","ss",""
"30EV7DWJTVGRXWLZSZU76FIE3NS6YB","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:37 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:37 PST 2017","","","3R2PKQ87NXTAJJPG1ZKNX7GWC4TIMV","ARM2CBQGJCQ5Z","Approved","Thu Nov 09 17:13:24 PST 2017","Thu Nov 09 17:13:57 PST 2017","Sun Nov 12 17:13:57 PST 2017","Fri Nov 10 04:51:58 PST 2017","","","33","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/imkit4ever/status/919142178844282880","Can I help?","yes","",""
"33W1NHWFYH6X4K6GKY4JVWJUTP6ZT5","3LK5VHJO1XAI4GAOT3RXKXFIA6QESO","Analysing Replies to Tweets","You are kindly requested to read replies to tweets and match them with sentences that will be presented to you. It is very quick!","Twitter tweet text analysis survey","$0.01","Thu Nov 09 08:13:37 PST 2017","1","BatchId:3003157;OriginalHitTemplateId:920937336;","3600","259200","Thu Nov 16 08:13:37 PST 2017","","","3WMINLGALCOI4FURCMYWDDN15HEACT","A35OKJOXZ8KUCO","Approved","Thu Nov 09 15:36:19 PST 2017","Thu Nov 09 15:37:01 PST 2017","Sun Nov 12 15:37:01 PST 2017","Fri Nov 10 04:51:58 PST 2017","","","42","100% (2/2)","100% (2/2)","100% (2/2)","https://twitter.com/m_salas_16/status/918993657352675330","Only two more days!","yes","cc",""